abstract,label
"Two binary mixed solvent systems typically used for lithium batteries were studied by measuring the self-diffusion coefficients of the solvent, lithium ion and anion, independently by using the multi-nuclear pulsed field-gradient spin-echo (PGSE) H-1, Li-7 and F-19 NMR method. One system was propylene carbonate (PC) and diethyl carbonate (DEC) system and the other binary system was PC and 1,2-dimethoxyethane (DME), and the lithium salt used was LiN(SO2CF3)2 (LiTFSI). The relative ratio of the PC was changed from zero (pure DME and DEC) to 100% (pure PC) in the DME-PC and the DEC-PC systems, respectively. The self-diffusion coefficients of the solvents were measured with and without the lithium salt, and the two solvents had almost the same diffusion coefficient in the DEC-PC system, while DME diffused faster than PC in the DME-PC system. In the electrolytes the solvents diffused the fastest, followed by the anion with the lithium ion diffusing the slowest. The degree of ion dissociation was estimated for each electrolyte by comparing the ionic conductivities estimated from the ion diffusion and those measured directly by the electrochemical method. (C) 2004 Elsevier Ltd. All rights reserved.",0
"The lithium-ion conducting gel polymer electrolytes (GPE), PVAc-DMF-LiClO4 of various compositions have been prepared by solution casting technique. H-1 NMR results reveal the existence of DMF in the gel polymer electrolytes at ambient temperature. Structure and surface morphology characterization have been studied by X-ray diffraction analysis (XRD) and scanning electron microscopy (SEM) measurements. Thermal and conductivity behavior of polymer- and plasticizer-salt complexes have been studied by differential scanning calorimetry (DSC), TG/DTA, and impedance spectroscopy results. XRD and SEM analyses indicate the amorphous nature of the gel polymer-salt complex. DSC measurements show a decrease in T, with the increase in DMF concentrations. The thermal stability of the PVAc : DMF : LiClO4 gel polymer electrolytes has been found to be in the range of (30-60 degrees C). The dc conductivity of gel polymer electrolytes, obtained from impedance spectra, has been found to vary between 7.6 X 10(-7) and 4.1 x 10(-4) S cm(-1) at 303 K depending on the concentration of DMF (10-20 wt %) in the polymer electrolytes. The temperature dependence of conductivity of the polymer electrolyte complexes appears to obey the VTF behavior. (C) 2008 Wiley Periodicals, Inc.",16
"With the limited number of studies available (mostly experimental), the field of aluminum–sulfur (Al–S) batteries is in urgent need of understanding their complex electrochemical reactions. Herein, the ab initio molecular dynamics (AIMD) simulations are used to obtain a detailed understanding of the involved charging and discharging processes in Al–S batteries by analysis of interfacial systems S8(001)/[EMIM]AlCl4 and Al2S3(001)/[EMIM]AlCl4–electrolyte, respectively. We observe that during the discharging process, the reduction of S8 follows a layer-by-layer mechanism and involves the formation of various cationic and anionic intermediate species, which drives the formation of Al polysulfides during the course of the discharging process. The evolution of the discharge voltage profile studied over a limited timescale shows two voltage domains: the first voltage domain (1.87–2.10 V) corresponds to the interface effects of surface–electrolyte and second the voltage domain of 1.38–1.50 V starts coinciding with the experimental value of 1.30 V and involves the reduction of S8 to higher-order polysulfides. We also observe the diffusion of these higher-order Al polysulfides to the electrolyte, which is in accordance with the experimentally observed solvation of higher-order Al poylsulfides into the electrolyte. The evolution of the atomistic structure and reaction voltage during charging shows that the top atomic sublayer structural distortions are mainly limited to the layer where Al atoms are removed and not the other inner atomic layers, which could be the reason for the poor electrochemical reversibility and an increased overall charging voltage (1.75 V) in experimentally studied Al–S batteries. We believe that the new atomistic insights obtained about the formation of various intermediate species, competition of different reaction mechanisms, and importance of local Al concentration could help improve the understanding of the complex electrochemical processes observed in Al–S batteries.",7
"Despite the bright future of aluminum-sulfur (Al–S) batteries due to the ultrahigh energy-to-price ratios, the development of this new energy storage system is plagued by the shutting of polysulfides and sluggish kinetics during redox conversions. Herein, ferrocene as efficient polysulfide mediators and electrocatalysts is covalently grafted onto glass fiber (GF) membranes, which serves as separators in Al–S batteries. Attributed to the strong chemisorption and catalytic effect of metallocene toward polysulfide conversions, Al–S cells assembled with the grafted separators deliver an ultrahigh initial capacity of 1347.9 mAh g−1 (at 200 mA g−1) and desirable rate performance (328.1 mAh g−1 at 500 mA g−1). As validated by theoretical calculations, effective polysulfide binding is achieved through beneficial cation-π interactions between Al3+ in polysulfides and the negatively charged cyclopentadienyl ligands in ferrocene, providing novel insights into the exploration of metal-sulfur chemistries for stable energy storage.",7
"A high-voltage aluminium-sulfur (Al-S) battery is developed by employing the reversible electrochemical oxidation of S, favoring a high discharge voltage of around 1.8 V (vs Al3+/Al). The reversible multiple-electron transformation between positive- and negative-valence S compounds is further realized for activating a high-capacity Al-S battery. The formation of sulfur chlorides as charge products of S, including S2Cl2(l) as the dominant one, has been clearly identified. Benefiting from a functional polymer membrane infiltrated with AlCl3/acetamide electrolyte, which can suppress unwanted electrolyte reactions, restrict the shuttling of sulfur chlorides across the separator, and stabilize the Al anode against degradation, the Al-S battery can deliver largely enhanced performance, with a capacity of 861 mAh g−1, capacity retentions of 92.1%/79.0% within 50/200 cycles, and durability of 490 cycles. The new electrochemistry scenarios shed light on the development of S-based secondary batteries with higher energy densities for future.",7
"A new type of polymer electrolyte material for Li ion transport has been developed. This material is based on a polymerizable lyotropic (i.e., amphiphilic) liquid crystal (1) that forms a type-II bicontinuous cubic (Q(II)) phase with the common liquid electrolyte, propylene carbonate (PC), and its Li salt solutions. The resulting cross-linked, solid-liquid nanocomposite has an ordered, three-dimensional interconnected network of phase-separated liquid PC nanochannels and exhibits a room-temperature ion conductivity of 10(-4) to 10(-3) S cm(-1) when formed with 15 wt % 0.245 M LiClO4-PC solution. This value approaches that of conventional gelled poly(ethylene oxide)-based electrolytes blended with larger amounts of higher-concentration Li salt solutions. It is also similar to that of a bulk 0.245 M LiClO4-PC solution measured using the same AC impedance methods. Preliminary variable-temperature ion conductivity and NMR DOSY studies showed that liquidlike diffusion is present in the Q(II) nanochannels and that good ion conductivity (similar to 10(-4) S cm(-1)) and PC mobility are retained down to -35 degrees C (and lower). This type of stable, liquidlike ion conductivity over a broad temperature range is typically not exhibited by conventional gelled-polymer- or liquid-crystal-based electrolytes, making this new material potentially valuable for enabling Li ion batteries that can operate more efficiently over a wider temperature range.",1
"In the past 5 years, we have witnessed an increased interest in developing secondary aluminum–sulfur (Al–S) batteries. One of the main obstacles to further advance this technology is the large overpotentials observed during the recharge of the battery, which to a large extent are related to the insulating nature of the discharge product, namely Al2S3. The present work aims to elucidate the mechanisms responsible for ionic and electronic transport in Al2S3 and their eventual connection with the experimentally observed overpotentials. We use density functional theory at the hybrid functional level to determine the concentrations and mobilities of a large set of potential charge carriers in the system. We found that despite decent mobilities, all carriers exhibit negligible concentrations at equilibrium potential and thus cannot contribute to the conductivity. Nevertheless, we estimate that a 1 V overpotential (a value very close to that observed experimentally) exponentially raises the presence of negatively charged interstitial sulfur ions to the point that a practical ionic conductivity is reached. Our study points out the importance of designing strategies to increase the concentrations of charge carriers in Al2S3 to reduce the overpotentials in Al–S batteries.",7
"Rechargeable aluminum–sulfur (Al–S) batteries have been considered as a highly potential energy storage system owing to the high theoretical capacity, good safety, abundant natural reserves, and low cost of Al and S. However, the research progress of Al–S batteries is limited by the slow kinetics and shuttle effect of soluble polysulfides intermediates. Herein, an interconnected free-standing interlayer of iron single atoms supported on porous nitrogen-doped carbon nanofibers (FeSAs-NCF) on the separator is developed and used as both catalyst and chemical barrier for Al–S batteries. The atomically dispersed iron active sites (Fe–N4) are clearly identified by aberration-corrected high-angle annular dark-field scanning transmission electron microscopy and X-ray absorption near-edge structure. The Al–S battery with the FeSAs-NCF shows an improved specific capacity of 780 mAh g−1 and enhanced cycle stability. As evidenced by experimental and theoretical results, the atomically dispersed iron active centers on the separator can chemically adsorb the polysulfides and accelerate reaction kinetics to inhibit the shuttle effect and promote the reversible conversion between aluminum polysulfides, thus improving the electrochemical performance of the Al–S battery. This work provides a new way that can not only promote the conversion of aluminum sulfides but also suppress the shuttle effect in Al–S batteries.",7
"Aluminum-sulfur (Al-S) batteries are drawing extensive attentions for the development of economical battery systems owing to the high theoretical capacity of 1672 mAh g−1 and low-cost naturally abundant electrode materials, Al and S. However, Al-S batteries are beset by poor reversibility and low actual capacity, only few reversible Al-S cells have been reported until now. In this work, factors affecting Al–S batteries performance are explored and explained, such as the inactive discharge product(Al2S3), polysulfides diffusion and the self-discharge reaction on the surface of SEI-layer-free aluminum anode. And we demonstrate an improved Al–S battery by effectively adjust the voltage window and develop TiN@N-doped-graphene catalyst materials to modify the sulfur cathode. This catalyst is for the first time applied in Al–S batteries and explored its positive effects during the reversible Al-S reactions. Comprehensive electrochemical testing and ex-situ characterization certificates that, in the discharging process, the shuttle effect of polysulfides is suppressed based on the strong adsorption of catalyst; in the charging process, sulfide redox kinetics are promoted and the decomposition reaction barrier is reduced by the catalyst. The Al-S cell delivers an initial capacity of ∼993 mAh g−1 and maintains a capacity of ∼500 mAh g−1 after 200 cycles.",7
"A study of the properties of the high temperature ceramic electrolyte LixB1-x/3PO4 (lithium boron phosphate) is reported. XRD and NMR are used to investigate changes of the material as a function of heat treatment. It was found that after synthesis at 450 degreesC the material contains a phase of Li4P2O7 in addition to the BPO4 phase. This second phase is removed by heat treatment at temperatures higher than 600 degreesC. Boron vacancies are present, REDOR and CPMAS techniques are used to investigate this defect site and show that for the heat treated material Li ions are present at the vacancy site. (C) 2002 Elsevier Science B.V. All rights reserved.",10
"Owing to their high theoretical capacity and reliable operational safety, nonaqueous rechargeable aluminum batteries (RABs) have emerged as a promising class of battery materials and been intensively studied in recent years; however, a lack of suitable, high-performing positive electrode materials, along with the need for air-sensitive and expensive ionic liquid electrolytes, has significantly hindered the practical use of RABs in large-scale applications. Therefore, we sought to carefully analyze positive electrode materials and the associated electrolytes that have been reported in these battery systems in order to stimulate the design of the next generation of high-performance and low-cost RABs. In this review, we have summarized the electrode materials that have been used in both nonaqueous and aqueous RAB systems and provided a rational classification based on the types of materials used and their respective structures. Additionally, we have reviewed electrolytes employed in RABs and have categorized them according to two main types of applications, either for fixed battery systems or for use in portable devices. A systematic account of recent developments on RABs, with a focus on electrode materials, innovative perspectives, and impending research efforts on future RABs, has been included. Finally, a proposed liquid RAB system is discussed with the aim of solving issues regarding fast-charging and long operational lifetimes, followed by insights into solid RABs for use in both portable and multistructural RAB systems.",5
"Due to an ever-increasing demand for electronic devices, rechargeable batteries are attractive for energy storage systems. A novel rechargeable aluminum-ion battery based on Al3+ intercalation and deintercalation is fabricated with Ni3S2/graphene microflakes composite as cathode material and high-purity Al foil as anode. This kind of aluminum-ion battery comprises of an electrolyte containing AlCl3 in an ionic liquid of 1-ethyl-3-methylimidazolium chloride ([EMIm]Cl). Galvanostatic charge/discharge measurements have been performed in a voltage range of 0.1–2.0 V versus Al/AlCl4 −. An initial discharge specific capacity of 350 mA h g−1 at a current density of 100 mA g−1 is achieved, and the discharge capacity remains over 60 mA h g−1 and coulombic efficiency of 99% after 100 cycles. Typically, for the current density at 200 mA g−1, the initial charge and discharge capacities are 300 and 235 mA h g−1, respectively. More importantly, it should be emphasized that the battery has a high discharge voltage plateau (≈1.0 V vs Al/AlCl4 −). These meaningful results represent a significant step forward in the development of aluminum-ion batteries.",5
"Rechargeable aluminum-ion (Al-ion) batteries have been highlighted as a promising candidate for large-scale energy storage due to the abundant aluminum reserves, low cost, high intrinsic safety, and high theoretical energy density. However, the strong Coulombic interaction between the high charge density Al3+ and electrode host lattices leads to poor kinetics and insufficient cycle life in Al-ion batteries with inorganic electrodes. In contrast, organic electrode materials exhibit the advantages of designable molecular structure, flexible framework, coordinated energy storage chemistry, and resource sustainability. Nevertheless, organic materials encounter inherently high solubility, low active center utilization, and low electrical conductivity. Herein, the recent advances in developing organic positive electrode materials for Al-ion batteries is reviewed, and the charge storage mechanisms and electrochemical performances of different types of organic materials are systematically summarized. This review also discusses design strategies to improve specific capacity, operating voltage, cycle life, and rate capability of organic positive electrodes for Al-ion batteries. Finally, the challenges and research outlook toward high performance Al/organic batteries are presented.",5
"Affordable and scalable energy storage systems are necessary to mitigate the output fluctuation of an electrical power grid integrating intermittent renewable energy sources. Conventional battery technologies are unable to meet the demanding low-cost and long-life span requirements of a grid-scale application, although some of them demonstrated impressive high energy density and capacity. More recently, the prototype of an Al-ion battery has been developed using cheap electrode materials (Al and graphite) in an organic room-temperature ionic liquid electrolyte. Here we implement a different Al-ion battery in an inorganic molten salt electrolyte, which contains only an extremely low-cost and nonflammable sodium chloroaluminate melt working at 120 °C. Due to the superior ionic conductivity of the melt electrolyte and the enhanced Al-ion interaction/deintercalation dynamics at an elevated temperature of 120 °C, the battery delivered a discharge capacity of 190 mA h g−1 at a current density of 100 mA g−1 and showed an excellent cyclic performance even at an extremely high current density of 4000 mA g−1: 60 mA h g−1 capacity after 5000 cycles and 43 mA h g−1 capacity after 9000 cycles, with a coulombic efficiency constantly higher than 99%. The low-cost and safe characteristics, as well as the outstanding long-term cycling capability at high current densities allow the scale-up of this brand-new battery for large-scale energy storage applications.",5
"In recent years, impressive advances in harvesting renewable energy have led to a pressing demand for the complimentary energy storage technology. Here, a high Coulombic efficiency (∼99.7%) Al battery is developed using earth-abundant aluminum as the anode, graphite as the cathode, and a cheap ionic liquid analog electrolyte made from a mixture of AlCl3 and urea in a 1.3:1 molar ratio. The battery displays discharge voltage plateaus around 1.9 and 1.5 V (average discharge = 1.73 V) and yielded a specific cathode capacity of ∼73 mAh g−1 at a current density of 100 mA g−1 (∼1.4 C). High Coulombic efficiency over a range of charge–discharge rates and stability over ∼150–200 cycles was easily demonstrated. In situ Raman spectroscopy clearly showed chloroaluminate anion intercalation/deintercalation of graphite (positive electrode) during charge–discharge and suggested the formation of a stage 2 graphite intercalation compound when fully charged. Raman spectroscopy and NMR suggested the existence of AlCl4−, Al2Cl7− anions and [AlCl2·(urea)n]+ cations in the AlCl3/urea electrolyte when an excess of AlCl3 was present. Aluminum deposition therefore proceeded through two pathways, one involving Al2Cl7− anions and the other involving [AlCl2·(urea)n]+ cations. This battery is a promising prospect for a future high-performance, low-cost energy storage device.",5
"Advanced energy storage systems with high energy density, power density, and safety have long been the subject of concentrated studies to meet the ever-growing demand of numerous electric devices.[1–3] In this regard, rechargeable aluminumbased battery is of particular attraction since it can offer considerable advantages of high anode capacity, safety and cost-effectiveness, due to the low-cost and incombustible nature of aluminum (Al) metal anode with ultrahigh theory capacity of 2978 mAh g−1 and 8034 mAh L−1 . However, the major challenge for aluminum-ion battery (AlB) resides in cathode material, which only exhibited low discharge potential (<1.2 V), low current density (<1 A g−1) and short cycle life (<100 cycles) in previous reports.[4–8] This leads to researches in AlB over past 30 years hard to compete with those of other battery systems. Recently, Dai et al. made a breakthrough in AlB using an ionic liquid electrolyte and graphitic foam cathode, which dramatically improve the performances of cathode material with high discharge voltage (1.8 V), stable specific capacity (60 mAh g−1 ), long cycle life (7500 cycles), and high-rate performance (6 A g−1 ).[9–11] Despite these efforts, there remain two key challenges facing AlB cathode: the low capacity limits the cell energy density, and insufficient high-rate performance causes cell power density inferior to supercapacitors.",5
"Carboxymethylcellulose (CMC) has been proposed as a polymeric binder for electrodes in environmentally friendly Li-ion batteries. Its physical properties and interaction with Li+ ions in water are interesting not only from the point of view of electrode preparation-processability in water is one of the main reasons for its environmental friendliness-but also for its possible application in aqueous Li-ion batteries. We combine molecular dynamics simulations and variable-time pulsed field gradient spin-echo (PFGSE) NMR spectroscopy to investigate Li+ transport in CMC-based solutions. Both the simulations and experimental results show that, at concentrations at which Li-CMC has a gel-like consistency, the Li+ diffusion coefficient is still very close to that in water. These Li+ ions interact preferentially with the carboxylate groups of CMC, giving rise to a rich variety of coordination patterns. However, the diffusion of Li+ in these systems is essentially unrestricted, with a fast, nanosecond-scale exchange of the ions between CMC and the aqueous environment.",1
"Solid polymer electrolytes based on polyvinyl alcohol (PVA)/ammonium acetate have been prepared for different compositions by solution cast technique. The polymer electrolytes have been characterized by X-ray diffraction (XRD), DSC, conductivity studies and H-1 solid state NNM. The XRD study reveals the amorphous nature of the polymer electrolyte. The maximum protonic conductivity at room temperature has been found to be 5.62 x 10(-6) S cm(-1) for 12.5 mol% salt doped electrolyte and the electrolyte obeys Arrhenius behaviour. H-1 NMR study has been employed to develop a better understanding of the conduction mechanism. Variable temperature NMR has indicated that proton line width shows an exponential decrease with the increase of temperature. The NMR studies indicate that the NH4+ ion is responsible for the proton conduction and the anionic motion is also involved in the conduction process at higher temperature. (C) 2005 Elsevier B.V. All rights reserved.",0
"Thermal runaway is a potential risk when using Li-ion batteries. A self-terminated oligomer with hyper-branched architecture (STOBA) has been demonstrated to be the most effective electrolyte safety additive for Li-ion batteries. Understanding the STOBA formation mechanism will contribute to improving such safety additives. Nuclear magnetic resonance (NMR) technology enables the molecularlevel spectroscopic investigation of the STOBA synthesis reaction of N, N'-bismaleimide-4,4'-diphenylmethane (MDA-BMI) and barbituric acid (BTA) in solvent N, N-dimethylformamide (DMF) at 90 degrees C. In this study, the STOBA synthesis reaction was studied through a series of in situ NMR experiments at different elapsed times, and the experiments were repeated at different reactant ratios to confirm the reaction mechanisms. The quantitative NMR results revealed that the Michael addition reaction between MDA-BMI and BTA is the dominant mechanism. The Knoevenagel condensation reaction between BTA molecules and the thermal radical polymerization reaction among BMI molecules are minor mechanisms, and their contributions can be ignored. The products of the STOBA synthesis reaction were found to depend on factors such as the solvent, reactant type, concentration, reaction temperature, reaction time, stir rate, and order of addition.",16
"A model for predication of the gravimetric and volumetric energy densities of Li-air batteries using aqueous electrolytes is developed. The theoretical gravimetric/volumetric capacities and energy densities are calculated based on the minimum weight of the electrolyte and volume of air electrode needed for completion of the electrochemical reaction with Li metal as an anode electrode. It was determined that both theoretical gravimetric/volumetric capacities and energy densities are dependent on the porosity of the air electrode. For instance, at a porosity of 70%, the maximum theoretical cell capacities are  and  in basic electrolyte, and  and  in acidic electrolyte. The maximum theoretical cell energy densities are  and  in basic electrolyte, and  and  in acidic electrolyte. The significant deduction of cell capacity from specific capacity of Li metal is due to the bulky weight requirement from the electrolyte and air electrode materials. In contrast, the Li-air battery using a nonaqueous electrolyte does not consume electrolyte during the discharge process and has high cell energy density. For Li-air batteries using both aqueous and nonaqueous electrolytes, the weight increases by 8–13% and the volume decreases by 8–20% after the cell is fully discharged.",3
"Li–air batteries are potentially viable ultrahigh energy density chemical power sources, which could potentially offer specific energies up to ∼3000 Wh kg−1 being rechargeable. The modern state of art and the challenges in the field of Li–air batteries are considered. Although their implementation holds the greatest promise in a number of applications ranging from portable electronics to electric vehicles, there are also impressive challenges in development of cathode materials and electrolyte systems of these batteries.",3
